官方邮箱,起点,运营单位,抽签,最后编辑人,状态,分项规模,赛事,最后编辑时间,创建人,完赛经历要求,报名费,体检报告,联系电话,省份,赛事等级,创建时间,报名渠道,比赛路线,主办单位,奖牌,官网,比赛日期,缴费时间,退出机制,比赛项目,出签日期,总规模,微信公众号,报名开启时间,报名截止时间
550huiyanbu@china550.org,陈家镇自行车公园,戈友文化传媒（上海）有限公司,❌,,已结束,5000,上海长江半程马拉松赛 ,,,未提及,150,自行评估,17821357388,上海,A,,官网/微信/小程序 / 数字心动 / 最酷 / 我要赛 / 跑跑网(马拉松报名) / 马拉马拉,,上海市崇明区人民政府,,https://www.world550.com,2025-03-30 09:15,报名时缴费,无,半程,,5000,550体育,2025-02-20 10:00,2025-02-24 16:00
WanfenglinMalasong@163.com,阳光谷旅游度假区,中体万向（北京）体育发展有限公司,❌,,已结束,3000/2000/5000,万峰林警察半程马拉松,,,半程或以上,0/0/0,必须,15338697179,贵州,B,,数字心动,,黔西南州人民政府,,,2025-03-23 09:53,报名时缴费,无,半程 / 中距离 / 短距离,,10000,万峰林马拉松,2025-02-17 16:00,2025-03-05 17:13
,泉港锦绣广场,深圳市微马城市发展有限公司,❌,,已结束,8000/7000,泉港半程马拉松,,,未提及,168/98,自行评估,13713809641,福建,B,,官网/微信/小程序,https://docimg3.docs.qq.com/image/AgAACG-qqCFpaCCfyiZOKbaGdfhoFsm7.png?w=1080&h=1225,泉州市泉港区人民政府,,http://www.cityrun.cc/front/marathon/detail/uid/15186/id/325.html,2025-03-23 14:45,报名时缴费,无。经组委会确认获得参赛资格者，如无法参赛，物资包不予发放，报名费不予退还，组委会可给予保留下一届直接参赛资格，但须重新报名并缴纳报名费。如连续两年获得参赛资格，却均未到场参赛，则取消其随后一年的报名参赛资格。报名后由于不可抗因素（包括政策或天气变化）赛事取消无法参赛的，组委会可给予保留下一届直接免费参赛资格或申请退还报名费,半程 / 短距离,,15000,泉港半程马拉松,2024-12-06 14:58,2025-02-23 23:59
dream_marathon@163.com,杭州未来科技城学术交流中心,杭州立夏科技体育有限公司,❌,,已结束,7000/3000,杭州梦想小镇半程马拉松,,,半程或以上,100/60,可用完赛证书,13388436994,浙江,A,,官网/微信/小程序,,杭州市余杭区人民政府,,https://http:..www.dream-marathon.com,2025-03-30 11:13,报名时缴费,无,半程 / 短距离,,10000,杭州梦想小镇半程马拉松,2025-01-26 10:00,2025-02-28 17:00
,兰溪公园,,✔️,,已结束,3000/7000/5000,南京浦口马拉松,,,未提及,150/120/60,自行评估,15252484774,江苏,A / 标牌,,数字心动,,南京市浦口区人民政府,,,2025-03-09 10:48,报名时缴费,,全程 / 半程 / 短距离,2025-02-17 15:22,15000,文旅浦口,2025-01-18 10:00,2025-02-06 23:59
ycmls520@163.com,盐城奥体中心,南京善跑体育科技有限公司,✔️,,已结束,4000/8000/8000,盐城马拉松,,,,160/160/80,,025-87775902,江苏,A / 标牌,,官网/微信/小程序,https://docimg9.docs.qq.com/image/AgAACG-qqCGPY3C6FORLQqT4YicwD-0y.jpeg?w=1080&h=1527,盐城市人民政府,,,2025-03-30 17:19,报名时缴费,出签前可退出,全程 / 半程 / 短距离,2025-02-20 09:18,20000,盐城马拉松,2025-01-09 10:00,2025-02-09 18:00
fenghuamarqathon@luyuesport.com,奉化体育场,路越（上海）体育发展有限公司,❌,,已结束,4000/7000/4000,奉化马拉松,,,半程或以上 / 10km及以上,150/120/100,可用完赛证书,13534392052,浙江,A,,官网/微信/小程序 / 第一赛道 / 数字心动,,宁波市奉化区人民政府,,https://www.fenghuataohuamarathon.com,2025-03-22 00:00,报名时缴费,无,全程 / 半程 / 短距离,,15000,奉化马拉松,2024-12-23 10:00,2025-02-28 18:00
jingzhoumarathon@163.com,,广州博润体育科技有限公司,✔️,,已结束,4000/8000/8000,荆州马拉松,,,未提及,180/150/80,自行评估,13260675696,湖北,标牌,,官网/微信/小程序 / 数字心动 / 马拉马拉,,荆州市人民政府,,https://www.jz-marathon.com,2025-03-30 14:22,报名时缴费,无,全程 / 半程 / 短距离,2025-03-07 00:00,20000,荆州马拉松,2025-01-02 16:18,2025-03-03 23:59
,,,❌,,已结束,6000/2000,龙湾半程马拉松,,,半程或以上,120/60,可用完赛证书,0577-86626628,浙江,A,,官网/微信/小程序,,温州市体育局 / 温州市龙湾区人民政府,,,2025-03-30 13:14,报名时缴费,无,半程 / 短距离,,8000,龙湾马拉松,2025-01-22 10:00,2025-02-05 17:00
nj-halfmarathon@xempower.com.cn,南京奥林匹克体育中心(东门),南京善跑体育科技有限公司,✔️,,已结束,25000,南京半程马拉松,,,未提及,200,自行评估,025-87775902,江苏,A,,官网/微信/小程序,https://docimg5.docs.qq.com/image/AgAACG-qqCGv7cLZ9lFB96lwtL1TFRi4.jpeg?w=1080&h=1873,南京市人民政府,https://docimg5.docs.qq.com/image/AgAACG-qqCG1fr1o8PVLw4uAIDptOBhQ.jpeg?w=1080&h=776,https://www.nj-halfmarathon.com,2025-03-16 13:48,中签后缴费,有,半程,2025-02-18 10:19,25000,南京半程马拉松,2025-01-20 10:00,2025-02-08 18:00
cqmarathon@163.com,海棠烟雨公园,重庆重马体育发展有限公司,✔️,,已结束,25000/10000,重庆马拉松,,,半程或以上,200/120,未提及,,重庆,A / 金标 / AIMS / CMM,,官网/微信/小程序,https://docimg1.docs.qq.com/image/AgAACG-qqCHnblzpM11Dv7PV81Y6B1JJ.jpeg?w=1280&h=906,重庆市体育局 / 重庆市南岸区人民政府 / 重庆市巴南区人民政府,"https://docimg2.docs.qq.com/image/AgAACG-qqCFMPLrY9_lGfq93q747H62J.jpeg?w=1280&h=3188, https://docimg3.docs.qq.com/image/AgAACG-qqCFWEDJhtYNHQYof2QHBlHab.png?w=672&h=540",https://www.cqmarathon.com,2025-03-02 09:20,报名时缴费,无,全程 / 短距离,2024-12-05 10:27,35000,重马体育,2024-11-08 10:00,2024-11-15 10:00
,,安徽波动马拉松赛事运营管理有限公司 / 黄山波动体育赛事运营管理有限公司,✔️,,已结束,5000/5000/2000/4000,芜湖马拉松暨中国田径协会10公里精英赛（芜湖站）,,,未提及,,未提及,,安徽,A / WA,,官网/微信/小程序 / 数字心动,,中国田径协会 / 芜湖市人民政府,,,2025-03-30 15:40,报名时缴费,无,全程 / 半程 / 10km / 短距离,2025-01-13 18:55,16000,航空芜马,2024-12-20 10:00,2025-01-05 22:00
,兴龙湖公园,重庆千君万马体育发展有限公司 / 重庆炫豹体育文化产业有限公司,❌,,已结束,2000/3000/7000,永川马拉松,,,未提及,180/150/60,自行评估,023-67302960,重庆,A,,数字心动,,中共重庆市永川区委 / 重庆市永川区人民政府,,,2025-03-16 09:29,报名时缴费,无,全程 / 半程 / 短距离,,12000,,2025-01-25 10:00,2025-03-01 17:00
zigongmarathon@scsig.com,青龙湖,四川中奥致远体育文化传播有限公司,❌,,已结束,4500/4500,自贡半程马拉松,,,未提及,120/60,现场核验,13982042195,四川,A,,官网/微信/小程序 / 数字心动,,自贡市大安区人民政府 / 自贡市人民政府 / 四川省田径协会,,,2025-03-09 10:09,报名时缴费,无,半程 / 短距离,,9000,川体赛事,2025-01-27 15:00,2025-02-28 17:00
shanpao@xempower.com.cn,狮山文化广场,南京善跑体育科技有限公司,✔️,,已结束,15000/10000,苏州马拉松,,,未提及,200/200,自行评估,025-87775902,江苏,A,,官网/微信/小程序,https://docimg7.docs.qq.com/image/AgAACG-qqCHY6iol_LFB95UOqI4Cv0lJ.jpeg?w=1077&h=762,苏州市人民政府,"https://docimg1.docs.qq.com/image/AgAACG-qqCHiokL0mDRNgJMoghxYQ7Wa.jpeg?w=1280&h=759, https://docimg1.docs.qq.com/image/AgAACG-qqCGBJ7L7mZdDvZlgQfAk1f20.jpeg?w=1280&h=759",https://www.suzhoucitymarathon.com,2025-03-02 17:16,报名时缴费,抽签前可退，中签后不可退出,全程 / 半程,2025-01-22 23:11,25000,苏州马拉松,2025-01-03 10:00,2025-01-12 17:00
hirunkefu@163.com,乐清市体育中心,杭州嗨跑体育管理有限公司,❌,,已结束,5000/3000,乐清半程马拉松,,,半程或以上,120/60,可用完赛证书,18248484836,浙江,A,,官网/微信/小程序 / 数字心动,,温州市体育局 / 乐清市人民政府,,https://hirunsport.com,2025-03-23 09:56,报名时缴费,2025年1月22日（含）之前退出退还80%报名费，组委会将在收到退出申请后一周内办理退款，1月22日之后不可退出。,半程 / 短距离,,8000,乐清半程马拉松,2025-01-15 10:00,2025-01-22 18:00
1423394986@qq.com,梧桐湖码头,武汉艾斯未来文化传媒有限公司 / 湖北省梁子湖文化体育发展有限公司,✔️,,已结束,3000/1000/1000,鄂州梁子湖半程马拉松,,,未提及,100/40/20,自行评估,15871412919,湖北,B,,官网/微信/小程序 / 马拉马拉 / 润赛美佳 / 最酷 / 跑跑网(马拉松报名),,鄂州市梁子湖区人民政府 / 鄂州市文化和旅游局（体育局）,,,2025-03-30 17:41,中签后缴费,有候补,半程 / 中距离 / 短距离,2025-03-05 13:41,5000,鄂州梁子湖半程马拉松,2025-01-20 10:00,2025-02-20 10:00
luoping_marathon@126.com,罗平体育中心,,✔️,,已结束,3000/5000/7000,曲靖罗平马拉松,,,马拉松项目需半程以上完赛经历,200/150/80,现场核验,0871-65629970,云南,A,,官网/微信/小程序 / 数字心动,,云南省体育局 / 云南省文化和旅游局 / 云南省民族宗教事务委员会 / 曲靖市人民政府,,https://www.qujingluoping-marathon.saihuitong.com,2025-02-23 10:00,,,全程 / 半程 / 短距离,2025-02-01 10:12,15000,2025曲靖罗平马拉松,2024-12-30 10:00,2025-01-25 18:00
mls@athletics.org.cn,深圳湾体育中心,华润文化体育发展有限公司,❌,,已结束,100,深港马拉松赛暨第十五届全国运动会田径（马拉松）测试赛,,,达到马拉松二级运动员水平,,未提及,18057164230,广东,A,,中国田径协会竞赛管理系统,,深圳市人民政府,,https://www.athletics.org.cn,2025-02-23 11:28,,,全程,,100,,2025-01-15 10:00,2025-01-20 17:00
bojiesports@126.com,仁寿体育场,四川博捷体育文化传播有限公司,✔️,,已结束,16000/6000,眉山仁寿半程马拉松,,,未提及,180/80,未提及,13529388388,四川,A / 白金 / AIMS,,官网/微信/小程序 / 数字心动,https://docimg1.docs.qq.com/image/AgAACG-qqCFDbkF7BIBKspQ-KYrU3uvS.jpeg?w=1080&h=1512,仁寿县人民政府,,,2025-02-23 15:07,中签后缴费,无,半程 / 短距离,2025-01-01 15:08,22000,眉山仁寿半程马拉松,2024-11-20 10:00,2024-12-20 22:00
qzty001@163.com,和谐公园,广西盈动体育有限公司,✔️,,已结束,3000/5000/10000,钦州马拉松赛,,,未提及,180/160/60,自行评估,0777-3819766,广西,B,,官网/微信/小程序,,广西壮族自治区体育局 / 钦州市人民政府,,,2025-03-16 10:19,报名时缴费,无,全程 / 半程 / 短距离,2025-02-18 10:20,18000,桂运动、钦州市文化广电体育和旅游局,2025-01-09 10:00,2025-02-09 23:59
,嘉兴大剧院,深圳中赛体育产业发展有限公司,✔️,,已结束,5000/10000/5000,嘉兴马拉松,,,马拉松项目需半程以上完赛经历,150/120/80,必须,,浙江,A,,官网/微信/小程序 / 数字心动 / 赛中赛,,浙江省体育局 / 嘉兴市人民政府,,,2025-03-30 09:25,报名时缴费,无,全程 / 半程 / 短距离,2025-01-13 17:11,20000,嘉兴马拉松,2024-12-28 10:00,2025-01-07 18:00
competition@dafengsc.cn,阳光广场,浙江大丰体育文化发展有限公司,✔️,,已结束,8000/12000,宁波马拉松,,,未提及,180/150,自行评估,19357652870,浙江,A,,官网/微信/小程序 / 数字心动,https://docimg4.docs.qq.com/image/AgAACG-qqCE0xIijTb9Nr6iKDnKU-i1O.png?w=1080&h=1657,浙江省体育局 / 宁波市人民政府,,https://ningbomarathon.shuzixindong.com,2025-03-23 18:10,中签后缴费,,全程 / 半程,2025-02-10 09:40,20000,宁波马拉松,2025-01-18 10:00,2025-01-24 17:00
yamarathon@163.com,湖北远安桃花岛生态公园,,❌,,已结束,2000/3000/5000,远安马拉松,,,未提及,150/120/50,未提及,13260676179,湖北,B,,官网/微信/小程序 / 马拉马拉 / 数字心动,,远安县人民政府,,https://www.ya-marathon.com,2025-03-16 09:14,报名时缴费,无,全程 / 半程 / 短距离,,10000,远安田野马拉松,2024-12-31 10:00,2025-02-21 17:00
wanjinshimarathon@gmail.com,,動能策略行銷有限公司,✔️,,已结束,6000/5000,新北市万金石马拉松,,,未提及,NT$1500/800,未提及,(886)0958-725-204,台湾,CT / 金标 / AIMS,,官网/微信/小程序,,"新北市政府 / ""中華民國田徑協會""",,https://wanjinshi-marathon.com.tw/,2025-03-16 10:42,报名时缴费,2024年12月24日前可退60%报名费 ,全程 / 10km,2024-11-01 10:19,11000,,2024-10-15 12:00,2024-10-30 12:00
zhongloumarathon@163.com,晋陵体育西林全民健身中心,江苏有迈体育发展股份有限公司,✔️,,已结束,7000/3000,常州钟楼半程马拉松,,,未提及,150/60,自行评估,19905197127,江苏,A,,官网/微信/小程序 / 数字心动,,常州市钟楼区人民政府 / 常州市体育局,,http://zhongloumarathon.umaysports.cn,2025-03-30 15:57,报名时缴费,无,半程 / 短距离,2025-03-07 15:33,10000,钟楼半程马拉松、有迈路跑,2025-02-06 10:00,2025-03-02 18:00
lishuimarathon@163.com,处州公园,浙江飞翔体育文化有限公司,❌,,已结束,5000/7000/8000,丽水马拉松,,,未提及,150/100/50,必须,15157818700,浙江,A,,官网/微信/小程序 / 高德地图 / 数字心动 / 跑跑网(马拉松报名) / 马拉马拉 / 最酷,,丽水市人民政府,,http://www.lsmarathon.org,2025-03-30 00:00,报名时缴费,,全程 / 半程 / 短距离,,20000,丽水马拉松,2024-12-31 10:00,2025-01-14 17:00
kefu@hsqmjs.com,,无锡问源体育文化有限公司 / 成都双遗体育产业发展有限公司,✔️,,已结束,5000/2000,阳山半程马拉松,,,未提及,160/100,自行评估,18921166253,江苏,A,,官网/微信/小程序 / 汇跑参赛助手,,无锡市惠山区人民政府,,https://yangshan.marathon.org.cn,2025-03-30 17:16,报名时缴费,3月2日前可退出,半程 / 短距离,2025-01-23 17:53,7000,,2025-01-03 10:00,2025-01-15 17:00
jiangyoumarathon@163.com,江油市体育中心,四川体产赛事管理有限公司,❌,,已结束,2000/5000/3000,江油马拉松,,,半程或以上 / 10km及以上,150/120/60,自行评估,028-62077702,四川,A,,官网/微信/小程序 / 数字心动,,江油市人民政府,,,2025-03-02 10:16,报名时缴费,无,全程 / 半程 / 短距离,,10000,江油太白杯马拉松,2025-01-13 10:00,2025-02-13 17:00
,鎏嘉码头,江北区文化旅游开发有限公司 / 开承体育文化产业（重庆）有限公司,✔️,,已结束,8000/7000,重庆女子半程马拉松,,,未提及,168/98,必须,13368251109,重庆,A,,官网/微信/小程序 / 数字心动,,重庆市江北区人民政府 / 重庆市妇女联合会 / 重庆广播电视集团（总台）,,https://www.sherowm.com,2025-03-23 09:46,报名时缴费,无,半程 / 短距离,2025-02-12 09:45,15000,重庆女马,2024-12-16 16:00,2025-01-15 23:59
ztdjkgs@163.com,远洋广场,成都中体大健康体育文化传播有限公司,❌,,已结束,4000/6000,乐山犍为茉莉之乡半程马拉松,,,未提及,160/80,未提及,13399832830,四川,A,,官网/微信/小程序 / 润赛美佳 / 数字心动,,犍为县人民政府 / 四川省田径协会,,,2025-03-15 11:02,报名时缴费,无,半程 / 短距离,,10000,中体大健康,2025-01-08 10:00,2025-01-28 18:00
zjslty@126.com,,浙江森狼体育发展有限公司,❌,,已结束,2000/5000,修水半程马拉松,,,未提及,150/50,未提及,18702590827,江西,A,,官网/微信/小程序,,修水县人民政府,,,2025-03-30 18:13,报名时缴费,无,半程 / 短距离,,7000,修水马拉松,2025-02-20 15:00,2025-03-05 23:59
zjslty@126.com,复兴大道辅路,浙江森狼体育发展有限公司,✔️,,已结束,8000/7000,南昌象湖半程马拉松,,,未提及,100/50,未提及,19979146070,江西,A,,官网/微信/小程序 / 数字心动 / 马拉马拉 / 最酷 / 赛客 / 跑跑网(马拉松报名) / 我要赛 / 小艾爱跑,,南昌市体育局 / 南昌县人民政府,,,2025-03-09 09:21,报名时缴费,无,半程 / 短距离,2025-01-25 17:51,15000,南昌象湖半程马拉松,2024-12-25 10:00,2025-01-15 23:59
mazumarathon@126.com,莲池沙滩[公交站],福建省广播影视文化传媒有限公司,❌,,已结束,3000/2000,妈祖（湄洲岛）女子半程马拉松,,,未提及,120/80,自行评估,0591-38876306,福建,B,,官网/微信/小程序,,湄洲岛国家旅游度假区管委会 / 莆田市体育局,,,2025-03-30 14:47,报名时缴费,无,半程 / 短距离,,5000,妈祖女子马拉松,2024-12-24 20:00,2025-02-28 20:00
xq-marathon@xempower.com.cn,项王故里,南京魔盒信息科技有限公司,✔️,,已结束,3000/7000/5000,宿迁马拉松,,,未提及,160/160/100,自行评估,025-87775902,江苏,A,,官网/微信/小程序,,宿迁市人民政府,,https://www.sqmarathon.com,2025-03-30 13:08,报名时缴费,无,全程 / 半程 / 短距离,2025-01-25 17:55,15000,宿迁城市马拉松,2024-12-26 10:00,2025-01-15 18:00
nhxxk_marathon@163.com,宁海西门城楼,南京极致体育发展有限公司,❌,,已结束,3000/5000/5000,宁海马拉松,,,未提及,150/120/60,自行评估,13260675696,浙江,A,,官网/微信/小程序 / 马拉马拉 / 数字心动 / 博润体育 / 智赛通 / 跑跑网(马拉松报名) / 最酷 / 赛客,,宁海县人民政府 / 浙江省马拉松及路跑协会,,,2025-03-16 16:07,报名时缴费,无,全程 / 半程 / 短距离,,13000,宁海马拉松,2024-12-18 10:00,2025-02-14 18:00
suaosports@163.com,,江苏苏奥体育科技有限公司,✔️,,已结束,,无锡太湖女子半程马拉松,,,未提及,150/80,未提及,0512-65722565,江苏,A / 精英,,官网/微信/小程序 / 马拉马拉,,无锡太湖国家旅游度假区管委会,,https://www.queenrun.cn,2025-03-02 15:56,报名时缴费,无,半程 / 短距离,2025-01-17 17:55,,QueenRun,2024-12-01 19:00,2025-01-03 17:00
cqcshmls@139.com,长寿湖广场,重庆市长寿湖旅游景区管理股份有限公司,❌,,已结束,6000/2000,重庆长寿湖半程马拉松,,,半程或以上,130/68,自行评估,15814562376,重庆,A,,官网/微信/小程序 / 数字心动 / 马拉马拉 / 最酷 / 跑跑网(马拉松报名) / 赛客 / 智赛通 / 润赛美佳 / 马拉松报名网,,重庆市长寿区人民政府,,,2025-03-16 18:51,报名时缴费,无,半程 / 短距离,,8000,长寿湖马拉松,2025-01-10 14:00,2025-02-16 12:00
